id,stackName,metaID
393,UIV无线能源覆盖板,32393
394,UMV无线能源覆盖板,32394
395,UXV无线能源覆盖板,32395
396,MAX无线能源覆盖板,32396
397,Debug无线能源覆盖板,32397
398,切削器刀刃（平切）,32398
399,切削器刀刃（切条）,32399
400,空塑料燃料罐,32400
401,塑料燃料罐,32401
402,空喷漆罐,32402
404,空保温瓶,32404
405,大型钢流体单元,32405
406,大型钨钢流体单元,32406
407,大型铝流体单元,32407
408,大型不锈钢流体单元,32408
409,大型钛流体单元,32409
410,大型铬流体单元,32410
411,大型铱流体单元,32411
412,大型锇流体单元,32412
413,大型中子流体单元,32413
414,电子垃圾团,32414
415,粗制超立方体,32415
416,Giga Chad代币,32416
417,充能超立方体,32417
418,黑洞种子,32418
419,黑洞坍缩器,32419
420,超稳定黑洞种子,32420
427,超稳态自修复黏合剂,32427
428,复合稀土超导材料,32428
429,超固态超能硅岩黑体,32429
430,喷漆罐（Black）,32430
431,喷漆罐（Black）,32431
432,喷漆罐（Red）,32432
433,喷漆罐（Red）,32433
434,喷漆罐（Green）,32434
435,喷漆罐（Green）,32435
436,喷漆罐（Brown）,32436
437,喷漆罐（Brown）,32437
438,喷漆罐（Blue）,32438
439,喷漆罐（Blue）,32439
440,喷漆罐（Purple）,32440
441,喷漆罐（Purple）,32441
442,喷漆罐（Cyan）,32442
443,喷漆罐（Cyan）,32443
444,喷漆罐（Light Gray）,32444
445,喷漆罐（Light Gray）,32445
446,喷漆罐（Gray）,32446
447,喷漆罐（Gray）,32447
448,喷漆罐（Pink）,32448
449,喷漆罐（Pink）,32449
450,喷漆罐（Lime）,32450
451,喷漆罐（Lime）,32451
452,喷漆罐（Yellow）,32452
453,喷漆罐（Yellow）,32453
454,喷漆罐（Light Blue）,32454
455,喷漆罐（Light Blue）,32455
456,喷漆罐（Magenta）,32456
457,喷漆罐（Magenta）,32457
458,喷漆罐（Orange）,32458
459,喷漆罐（Orange）,32459
460,喷漆罐（White）,32460
461,喷漆罐（White）,32461
462,重型合金锭 T1,32462
463,重型合金锭 T2,32463
464,重型合金锭 T3,32464
465,溶剂喷罐,32465
466,溶剂喷罐,32466
467,空的溶剂喷罐,32467
468,无限喷漆罐(溶剂),32468
471,火柴,32471
472,火柴盒,32472
473,火柴盒（满）,32473
474,打火机（空）,32474
475,打火机,32475
476,打火机（满）,32476
477,铂打火机（空）,32477
478,铂打火机,32478
479,铂打火机（满）,32479
480,铱合金锭,32480
481,打印页,32481
482,神奇的纸,32482
483,附魔书页,32483
484,附魔书页,32484
485,未穿孔卡片,32485
486,穿孔卡片,32486
487,书,32487
488,书,32488
489,书,32489
490,设计图,32490
491,设计图（合成）,32491
492,设计图（小堆粉）,32492
495,设计图（1x1）,32495
496,设计图（2x2）,32496
497,设计图（3x3）,32497
498,设计图（粉）,32498
499,钽电容,32499
500,小型电池外壳,32500
501,中型电池外壳,32501
502,大型电池外壳,32502
503,小型阳光化合物电池（空）,32503
504,中型阳光化合物电池（空）,32504
505,大型阳光化合物电池（空）,32505
506,中型超能硅岩电池（空）,32506
507,大型超能硅岩电池（空）,32507
510,小型酸电池,32510
511,小型汞电池,32511
517,小型镉电池,32517
518,小型锂电池,32518
519,小型钠电池,32519
520,中型酸电池,32520
521,中型汞电池,32521
527,中型镉电池,32527
528,中型锂电池,32528
529,中型钠电池,32529
530,大型酸电池,32530
531,大型汞电池,32531
537,大型镉电池,32537
538,大型锂电池,32538
539,大型钠电池,32539
540,小型阳光化合物电池,32540
545,中型阳光化合物电池,32545
550,大型阳光化合物电池,32550
555,中型超能硅岩电池,32555
560,大型超能硅岩电池,32560
561,小型中子电池（空）,32561
562,中型中子电池（空）,32562
563,大型中子电池（空）,32563
564,中型等离子体电池（空）,32564
565,大型等离子体电池（空）,32565
570,小型中子电池,32570
575,中型中子电池,32575
577,流体存储监视覆盖板,32577
580,大型中子电池,32580
585,中型无尽锭电池,32585
590,大型无尽锭电池,32590
594,极·终极电池,32594
595,电动马达（UEV）,32595
596,电动马达（UHV）,32596
597,兰波顿能量球,32597
598,零点模块,32598
599,兰波顿能量球簇,32599
600,电动马达（LV）,32600
601,电动马达（MV）,32601
602,电动马达（HV）,32602
603,电动马达（EV）,32603
604,电动马达（IV）,32604
605,终极电池,32605
606,电动马达（LuV）,32606
607,电动马达（ZPM）,32607
608,电动马达（UV）,32608
609,真·终极电池,32609
610,电动泵（LV）,32610
611,电动泵（MV）,32611
612,电动泵（HV）,32612
613,电动泵（EV）,32613
614,电动泵（IV）,32614
615,电动泵（LuV）,32615
616,电动泵（ZPM）,32616
617,电动泵（UV）,32617
618,电动泵（UHV）,32618
619,电动泵（UEV）,32619
620,蒸汽阀（LV）,32620
621,蒸汽阀（MV）,32621
622,蒸汽阀（HV）,32622
623,蒸汽阀（EV）,32623
624,蒸汽阀（IV）,32624
630,传送带（LV）,32630
631,传送带（MV）,32631
632,传送带（HV）,32632
633,传送带（EV）,32633
634,传送带（IV）,32634
635,传送带（LuV）,32635
636,传送带（ZPM）,32636
637,传送带（UV）,32637
638,传送带（UHV）,32638
639,传送带（UEV）,32639
640,电动活塞（LV）,32640
641,电动活塞（MV）,32641
642,电动活塞（HV）,32642
643,电动活塞（EV）,32643
644,电动活塞（IV）,32644
645,电动活塞（LuV）,32645
646,电动活塞（ZPM）,32646
647,电动活塞（UV）,32647
648,电动活塞（UHV）,32648
649,电动活塞（UEV）,32649
650,机械臂（LV）,32650
651,机械臂（MV）,32651
652,机械臂（HV）,32652
653,机械臂（EV）,32653
654,机械臂（IV）,32654
655,机械臂（LuV）,32655
656,机械臂（ZPM）,32656
657,机械臂（UV）,32657
658,机械臂（UHV）,32658
659,机械臂（UEV）,32659
660,流体校准器（LV）,32660
661,流体校准器（MV）,32661
662,流体校准器（HV）,32662
663,流体校准器（EV）,32663
664,流体校准器（IV）,32664
665,流体校准器（LuV）,32665
666,流体校准器（ZPM）,32666
667,流体校准器（UV）,32667
668,活性晶体芯片,32668
669,流体过滤器覆盖板,32669
670,力场发生器（LV）,32670
671,力场发生器（MV）,32671
672,力场发生器（HV）,32672
673,力场发生器（EV）,32673
674,力场发生器（IV）,32674
675,力场发生器（LuV）,32675
676,力场发生器（ZPM）,32676
677,力场发生器（UV）,32677
678,力场发生器（UHV）,32678
679,力场发生器（UEV）,32679
680,发射器（LV）,32680
681,发射器（MV）,32681
682,发射器（HV）,32682
683,发射器（EV）,32683
684,发射器（IV）,32684
685,发射器（LuV）,32685
686,发射器（ZPM）,32686
687,发射器（UV）,32687
688,发射器（UHV）,32688
689,发射器（UEV）,32689
690,传感器（LV）,32690
691,传感器（MV）,32691
692,传感器（HV）,32692
693,传感器（EV）,32693
694,传感器（IV）,32694
695,传感器（LuV）,32695
696,传感器（ZPM）,32696
697,传感器（UV）,32697
698,传感器（UHV）,32698
699,传感器（UEV）,32699
700,真空管,32700
701,集成逻辑电路板,32701
702,优质电子电路板,32702
703,处理器集群,32703
704,工作站,32704
705,主机,32705
706,纳米主机,32706
707,数据球,32707
708,闪存,32708
709,覆盖板复制/粘贴工具,32709
710,覆膜电路基板,32710
711,环氧树脂电路基板,32711
712,多层纤维强化电路基板,32712
713,刻蚀晶体芯片,32713
714,刻蚀兰波顿芯片,32714
715,二极管,32715
716,电阻,32716
717,晶体管,32717
718,电容,32718
719,酚醛树脂电路基板,32719
720,纤维强化电路基板,32720
721,钻石锯片,32721
722,钻石研磨头,32722
723,钨研磨头,32723
724,量子之眼,32724
725,量子之星,32725
726,重力之星,32726
728,锁升级,32728
729,物品过滤器,32729
730,机器控制覆盖板,32730
731,设备活跃探测覆盖板,32731
732,流体探测覆盖板,32732
733,物品探测覆盖板,32733
734,能量探测覆盖板,32734
735,玩家探测覆盖板,32735
736,能量模块,32736
737,能量簇,32737
740,电脑屏幕覆盖板,32740
741,红石信号发信器,32741
742,红石信号发射器（内）,32742
744,工作台覆盖板,32744
745,排水道覆盖板,32745
746,红石信号接收器,32746
747,机器控制覆盖板,32747
748,维护提示覆盖板,32748
749,扇板,32749
750,太阳能覆盖板,32750
751,太阳能覆盖板（8V）,32751
752,太阳能覆盖板（LV）,32752
753,太阳能覆盖板（MV）,32753
754,太阳能覆盖板（HV）,32754
755,太阳能覆盖板（EV）,32755
756,太阳能覆盖板（IV）,32756
757,太阳能覆盖板（LuV）,32757
758,太阳能覆盖板（ZPM）,32758
759,太阳能覆盖板（UV）,32759
761,调试扫描仪,32761
762,便携式扫描仪,32762
763,GT传感器工具,32763
764,布莱恩科技航空专用强化胶带FAL84型,32764
765,麦高芬239,32765
