Mod,ID,Name,Class Name
(global),6414,witchery.mindrake,com.emoniph.witchery.entity.EntityMindrake
(global),6415,witchery.goblin,com.emoniph.witchery.entity.EntityGoblin
(global),6416,witchery.goblinmog,com.emoniph.witchery.entity.EntityGoblinMog
(global),6417,witchery.goblingulg,com.emoniph.witchery.entity.EntityGoblinGulg
(global),6418,witchery.leonard,com.emoniph.witchery.entity.EntityLeonard
(global),6419,witchery.lostsoul,com.emoniph.witchery.entity.EntityLostSoul
(global),6420,witchery.wolfman,com.emoniph.witchery.entity.EntityWolfman
(global),6421,witchery.hellhound,com.emoniph.witchery.entity.EntityHellhound
(global),6422,witchery.werevillager,com.emoniph.witchery.entity.EntityVillagerWere
(global),6423,witchery.villageguard,com.emoniph.witchery.entity.EntityVillageGuard
(global),6424,witchery.vampire,com.emoniph.witchery.entity.EntityVampire
(global),6425,witchery.lilith,com.emoniph.witchery.entity.EntityLilith
(global),6426,witchery.wingedmonkey,com.emoniph.witchery.entity.EntityWingedMonkey
(global),6427,witchery.reflection,com.emoniph.witchery.entity.EntityReflection
123Technology,0,123Technology.CustomPlayer,com.newmaa.othtech.common.entity.EntityFakePlayer
123Technology,1,123Technology.entityNukeThrowable,com.newmaa.othtech.common.entity.EntityNukeThrowable
123Technology,2,123Technology.DogYellow,com.newmaa.othtech.common.entity.EntityDogYellow
AWWayofTime,0,AWWayofTime.energyBlastProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.EnergyBlastProjectile
AWWayofTime,1,AWWayofTime.fireProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.FireProjectile
AWWayofTime,2,AWWayofTime.iceProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.IceProjectile
AWWayofTime,3,AWWayofTime.explosionProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.ExplosionProjectile
AWWayofTime,4,AWWayofTime.holyProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.HolyProjectile
AWWayofTime,5,AWWayofTime.windGustProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.WindGustProjectile
AWWayofTime,6,AWWayofTime.lightningBoltProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.LightningBoltProjectile
AWWayofTime,7,AWWayofTime.waterProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.WaterProjectile
AWWayofTime,8,AWWayofTime.mudProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.MudProjectile
AWWayofTime,9,AWWayofTime.teleportProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.TeleportProjectile
AWWayofTime,10,AWWayofTime.energyBazookaMain,WayofTime.alchemicalWizardry.common.entity.projectile.EntityEnergyBazookaMainProjectile
AWWayofTime,11,AWWayofTime.energyBazookaSecondary,WayofTime.alchemicalWizardry.common.entity.projectile.EntityEnergyBazookaSecondaryProjectile
AWWayofTime,12,AWWayofTime.bloodLightProjectile,WayofTime.alchemicalWizardry.common.entity.projectile.EntityBloodLightProjectile
AWWayofTime,13,AWWayofTime.meteor,WayofTime.alchemicalWizardry.common.entity.projectile.EntityMeteor
AWWayofTime,14,AWWayofTime.spellProjectile,WayofTime.alchemicalWizardry.api.spell.EntitySpellProjectile
AWWayofTime,15,AWWayofTime.particleBeam,WayofTime.alchemicalWizardry.common.entity.projectile.EntityParticleBeam
AWWayofTime,16,AWWayofTime.catalogueEntityItem,WayofTime.alchemicalWizardry.common.entity.mob.MailOrderEntityItem
AWWayofTime,17,AWWayofTime.bookEntityItem,WayofTime.alchemicalWizardry.common.entity.mob.BookEntityItem
AWWayofTime,20,AWWayofTime.FallenAngel,WayofTime.alchemicalWizardry.common.entity.mob.EntityFallenAngel
AWWayofTime,21,AWWayofTime.LowerGuardian,WayofTime.alchemicalWizardry.common.entity.mob.EntityLowerGuardian
AWWayofTime,22,AWWayofTime.BileDemon,WayofTime.alchemicalWizardry.common.entity.mob.EntityBileDemon
AWWayofTime,23,AWWayofTime.WingedFireDemon,WayofTime.alchemicalWizardry.common.entity.mob.EntityWingedFireDemon
AWWayofTime,24,AWWayofTime.SmallEarthGolem,WayofTime.alchemicalWizardry.common.entity.mob.EntitySmallEarthGolem
AWWayofTime,25,AWWayofTime.IceDemon,WayofTime.alchemicalWizardry.common.entity.mob.EntityIceDemon
AWWayofTime,26,AWWayofTime.BoulderFist,WayofTime.alchemicalWizardry.common.entity.mob.EntityBoulderFist
AWWayofTime,27,AWWayofTime.Shade,WayofTime.alchemicalWizardry.common.entity.mob.EntityShade
AWWayofTime,28,AWWayofTime.AirElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityAirElemental
AWWayofTime,29,AWWayofTime.WaterElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityWaterElemental
AWWayofTime,30,AWWayofTime.EarthElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityEarthElemental
AWWayofTime,31,AWWayofTime.FireElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityFireElemental
AWWayofTime,32,AWWayofTime.ShadeElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityShadeElemental
AWWayofTime,33,AWWayofTime.HolyElemental,WayofTime.alchemicalWizardry.common.entity.mob.EntityHolyElemental
AWWayofTime,34,AWWayofTime.MinorDemonGrunt,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGrunt
AWWayofTime,35,AWWayofTime.MinorDemonGruntFire,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntFire
AWWayofTime,36,AWWayofTime.MinorDemonGruntWind,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntWind
AWWayofTime,37,AWWayofTime.MinorDemonGruntIce,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntIce
AWWayofTime,38,AWWayofTime.MinorDemonGruntEarth,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntEarth
AWWayofTime,39,AWWayofTime.MinorDemonGruntGuardian,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntGuardian
AWWayofTime,40,AWWayofTime.MinorDemonGruntGuardianFire,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntGuardianFire
AWWayofTime,41,AWWayofTime.MinorDemonGruntGuardianWind,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntGuardianWind
AWWayofTime,42,AWWayofTime.MinorDemonGruntGuardianIce,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntGuardianIce
AWWayofTime,43,AWWayofTime.MinorDemonGruntGuardianEarth,WayofTime.alchemicalWizardry.common.demonVillage.demonHoard.demon.EntityMinorDemonGruntGuardianEarth
Automagy,0,Automagy.AvaricePearl,tuhljin.automagy.entities.EntityAvaricePearl
Automagy,1,Automagy.XPOrbSuppressed,tuhljin.automagy.entities.EntityXPOrbSuppressFollow
Automagy,2,Automagy.EntityItemDelayedFall,tuhljin.automagy.entities.EntityItemDelayedFall
Automagy,3,Automagy.WispNether,tuhljin.automagy.entities.EntityWispNether
Avaritia,1,Avaritia.EndestPearl,fox.spiteful.avaritia.entity.EntityEndestPearl
Avaritia,2,Avaritia.GapingVoid,fox.spiteful.avaritia.entity.EntityGapingVoid
Avaritia,3,Avaritia.HeavenArrow,fox.spiteful.avaritia.entity.EntityHeavenArrow
Avaritia,4,Avaritia.HeavenSubArrow,fox.spiteful.avaritia.entity.EntityHeavenSubArrow
BiblioCraft,0,BiblioCraft.SeatEntity,jds.bibliocraft.entity.EntitySeat
BiomesOPlenty,0,BiomesOPlenty.dart,biomesoplenty.common.entities.projectiles.EntityDart
BiomesOPlenty,1,BiomesOPlenty.mudball,biomesoplenty.common.entities.projectiles.EntityMudball
BiomesOPlenty,2,BiomesOPlenty.JungleSpider,biomesoplenty.common.entities.EntityJungleSpider
BiomesOPlenty,3,BiomesOPlenty.Rosester,biomesoplenty.common.entities.EntityRosester
BiomesOPlenty,4,BiomesOPlenty.Glob,biomesoplenty.common.entities.EntityGlob
BiomesOPlenty,5,BiomesOPlenty.Phantom,biomesoplenty.common.entities.EntityPhantom
BiomesOPlenty,6,BiomesOPlenty.Wasp,biomesoplenty.common.entities.EntityWasp
BiomesOPlenty,7,BiomesOPlenty.Bird,biomesoplenty.common.entities.EntityBird
BiomesOPlenty,8,BiomesOPlenty.Pixie,biomesoplenty.common.entities.EntityPixie
BloodArsenal,35,BloodArsenal.bloodTNT,com.arc.bloodarsenal.common.entity.EntityBloodTNT
Botania,0,Botania.botania:manaBurst,vazkii.botania.common.entity.EntityManaBurst
Botania,1,Botania.botania:signalFlare,vazkii.botania.common.entity.EntitySignalFlare
Botania,2,Botania.botania:pixie,vazkii.botania.common.entity.EntityPixie
Botania,3,Botania.botania:flameRing,vazkii.botania.common.entity.EntityFlameRing
Botania,4,Botania.botania:vineBall,vazkii.botania.common.entity.EntityVineBall
Botania,5,Botania.botania:doppleganger,vazkii.botania.common.entity.EntityDoppleganger
Botania,6,Botania.botania:magicLandmine,vazkii.botania.common.entity.EntityMagicLandmine
Botania,7,Botania.botania:spark,vazkii.botania.common.entity.EntitySpark
Botania,8,Botania.botania:thrownItem,vazkii.botania.common.entity.EntityThrownItem
Botania,9,Botania.botania:magicMissile,vazkii.botania.common.entity.EntityMagicMissile
Botania,10,Botania.botania:thornChakram,vazkii.botania.common.entity.EntityThornChakram
Botania,11,Botania.botania:corporeaSpark,vazkii.botania.common.entity.EntityCorporeaSpark
Botania,12,Botania.botania:enderAirBottle,vazkii.botania.common.entity.EntityEnderAirBottle
Botania,13,Botania.botania:poolMinecart,vazkii.botania.common.entity.EntityPoolMinecart
Botania,14,Botania.botania:pinkWither,vazkii.botania.common.entity.EntityPinkWither
Botania,15,Botania.botania:playerMover,vazkii.botania.common.block.tile.TileLightRelay$EntityPlayerMover
Botania,16,Botania.botania:manaStorm,vazkii.botania.common.entity.EntityManaStorm
Botania,17,Botania.botania:babylonWeapon,vazkii.botania.common.entity.EntityBabylonWeapon
Botania,18,Botania.botania:fallingStar,vazkii.botania.common.entity.EntityFallingStar
BuildCraft|Robotics,10,BuildCraft|Robotics.bcRobot,buildcraft.robotics.EntityRobot
BuildCraft|Silicon,11,BuildCraft|Silicon.bcPackageThrowable,buildcraft.silicon.EntityPackage
CarpentersBlocks,0,CarpentersBlocks.CarpentersTile,com.carpentersblocks.entity.item.EntityCarpentersTile
DraconicEvolution,0,DraconicEvolution.EnderDragon,com.brandon3055.draconicevolution.common.entity.EntityCustomDragon
DraconicEvolution,1,DraconicEvolution.Persistent Item,com.brandon3055.draconicevolution.common.entity.EntityPersistentItem
DraconicEvolution,2,DraconicEvolution.Arrow,com.brandon3055.draconicevolution.common.entity.EntityDraconicArrow
DraconicEvolution,3,DraconicEvolution.Ender Arrow,com.brandon3055.draconicevolution.common.entity.EntityEnderArrow
DraconicEvolution,5,DraconicEvolution.Dragon Heart Item,com.brandon3055.draconicevolution.common.entity.EntityDragonHeart
DraconicEvolution,6,DraconicEvolution.ChaosGuardian,com.brandon3055.draconicevolution.common.entity.EntityChaosGuardian
DraconicEvolution,7,DraconicEvolution.DragonProjectile,com.brandon3055.draconicevolution.common.entity.EntityDragonProjectile
DraconicEvolution,8,DraconicEvolution.ChaosCrystal,com.brandon3055.draconicevolution.common.entity.EntityChaosCrystal
DraconicEvolution,9,DraconicEvolution.ChaosBolt,com.brandon3055.draconicevolution.common.entity.EntityChaosBolt
DraconicEvolution,10,DraconicEvolution.EntityChaosEnergyVortex,com.brandon3055.draconicevolution.common.entity.EntityChaosVortex
DraconicEvolution,11,DraconicEvolution.CustomArrow,com.brandon3055.draconicevolution.common.entity.EntityCustomArrow
EMT,0,EMT.laser,emt.entity.EntityLaser
EMT,1,EMT.archer,emt.entity.EntityArcher
EMT,2,EMT.shield,emt.entity.EntityShield
EMT,3,EMT.energyBall,emt.entity.EntityEnergyBall
EnderIO,3,EnderIO.soundEntity,crazypants.enderio.item.darksteel.SoundEntity
EnderIO,4,EnderIO.rangeEntity,crazypants.enderio.machine.ranged.RangeEntity
EnderIO,33,EnderIO.weather_rocket,crazypants.enderio.machine.obelisk.weather.EntityWeatherRocket
EnderZoo,5,EnderZoo.enderzoo.Enderminy,crazypants.enderzoo.entity.EntityEnderminy
EnderZoo,6,EnderZoo.enderzoo.ConcussionCreeper,crazypants.enderzoo.entity.EntityConcussionCreeper
EnderZoo,7,EnderZoo.enderzoo.FallenKnight,crazypants.enderzoo.entity.EntityFallenKnight
EnderZoo,23,EnderZoo.enderzoo.FallenMount,crazypants.enderzoo.entity.EntityFallenMount
EnderZoo,24,EnderZoo.enderzoo.WitherWitch,crazypants.enderzoo.entity.EntityWitherWitch
EnderZoo,25,EnderZoo.enderzoo.WitherCat,crazypants.enderzoo.entity.EntityWitherCat
EnderZoo,26,EnderZoo.enderzoo.DireWolf,crazypants.enderzoo.entity.EntityDireWolf
EnderZoo,27,EnderZoo.enderzoo.DireSlime,crazypants.enderzoo.entity.EntityDireSlime
EnderZoo,28,EnderZoo.EntityPrimedCharge,crazypants.enderzoo.charge.EntityPrimedCharge
Forestry,0,Forestry.butterflyGE,forestry.lepidopterology.entities.EntityButterfly
Forestry,1,Forestry.cart.beehouse,forestry.apiculture.entities.EntityMinecartBeehouse
Forestry,2,Forestry.cart.apiary,forestry.apiculture.entities.EntityMinecartApiary
Forge,1024,Forge.NullPointerException,Forge.NullPointerException
GalacticraftAmunRa,0,GalacticraftAmunRa.porcodon,de.katzenpapst.amunra.mob.entity.EntityPorcodon
GalacticraftAmunRa,1,GalacticraftAmunRa.alienVillagerAR,de.katzenpapst.amunra.mob.entity.EntityARVillager
GalacticraftAmunRa,2,GalacticraftAmunRa.robotVillager,de.katzenpapst.amunra.mob.entity.EntityRobotVillager
GalacticraftAmunRa,3,GalacticraftAmunRa.sentryRobot,de.katzenpapst.amunra.mob.entity.EntitySentry
GalacticraftAmunRa,4,GalacticraftAmunRa.alienBug,de.katzenpapst.amunra.mob.entity.EntityAlienBug
GalacticraftAmunRa,5,GalacticraftAmunRa.osirisBoss,de.katzenpapst.amunra.mob.entity.EntityMummyBoss
GalacticraftAmunRa,6,GalacticraftAmunRa.laserArrow,de.katzenpapst.amunra.entity.EntityLaserArrow
GalacticraftAmunRa,7,GalacticraftAmunRa.cryoArrow,de.katzenpapst.amunra.entity.EntityCryoArrow
GalacticraftAmunRa,8,GalacticraftAmunRa.Shuttle,de.katzenpapst.amunra.entity.spaceship.EntityShuttle
GalacticraftAmunRa,9,GalacticraftAmunRa.ShuttleFake,de.katzenpapst.amunra.entity.spaceship.EntityShuttleFake
GalacticraftAmunRa,10,GalacticraftAmunRa.cryoArrow,de.katzenpapst.amunra.entity.EntityOsirisBossFireball
GalacticraftCore,0,GalacticraftCore.SteamRocket,com.science.gtnl.common.entity.EntitySteamRocket
GalacticraftCore,1,GalacticraftCore.EvolvedSpider,micdoodle8.mods.galacticraft.core.entities.EntityEvolvedSpider
GalacticraftCore,2,GalacticraftCore.EvolvedZombie,micdoodle8.mods.galacticraft.core.entities.EntityEvolvedZombie
GalacticraftCore,3,GalacticraftCore.EvolvedCreeper,micdoodle8.mods.galacticraft.core.entities.EntityEvolvedCreeper
GalacticraftCore,4,GalacticraftCore.EvolvedSkeleton,micdoodle8.mods.galacticraft.core.entities.EntityEvolvedSkeleton
GalacticraftCore,5,GalacticraftCore.EvolvedSkeletonBoss,micdoodle8.mods.galacticraft.core.entities.EntitySkeletonBoss
GalacticraftCore,6,GalacticraftCore.AlienVillager,micdoodle8.mods.galacticraft.core.entities.EntityAlienVillager
GalacticraftCore,7,GalacticraftCore.Spaceship,micdoodle8.mods.galacticraft.core.entities.EntityTier1Rocket
GalacticraftCore,8,GalacticraftCore.Meteor,micdoodle8.mods.galacticraft.core.entities.EntityMeteor
GalacticraftCore,9,GalacticraftCore.Buggy,micdoodle8.mods.galacticraft.core.entities.EntityBuggy
GalacticraftCore,10,GalacticraftCore.GCFlag,micdoodle8.mods.galacticraft.core.entities.EntityFlag
GalacticraftCore,11,GalacticraftCore.ParaChest,micdoodle8.mods.galacticraft.core.entities.EntityParachest
GalacticraftCore,12,GalacticraftCore.Lander,micdoodle8.mods.galacticraft.core.entities.EntityLander
GalacticraftCore,13,GalacticraftCore.MeteorChunk,micdoodle8.mods.galacticraft.core.entities.EntityMeteorChunk
GalacticraftCore,14,GalacticraftCore.CelestialScreen,micdoodle8.mods.galacticraft.core.entities.EntityCelestialFake
GalacticraftCore,27,GalacticraftCore.EvolvedBossBlaze,galaxyspace.core.entity.boss.EntityBlazeBoss
GalacticraftCore,28,GalacticraftCore.EvolvedBossGhast,galaxyspace.core.entity.boss.EntityGhastBoss
GalacticraftCore,29,GalacticraftCore.EvolvedCrystalBoss,galaxyspace.core.entity.boss.EntityCrystalBoss
GalacticraftCore,30,GalacticraftCore.EvolvedBossSlime,galaxyspace.core.entity.boss.EntitySlimeBoss
GalacticraftCore,31,GalacticraftCore.EvolvedBossWolf,galaxyspace.core.entity.boss.EntityWolfBoss
GalacticraftCore,32,GalacticraftCore.EvolvedFireCreeper,galaxyspace.core.entity.mob.EntityEvolvedFireCreeper
GalacticraftCore,33,GalacticraftCore.EvolvedFireSkeleton,galaxyspace.core.entity.mob.EntityEvolvedFireSkeleton
GalacticraftCore,34,GalacticraftCore.EvolvedFireSpider,galaxyspace.core.entity.mob.EntityEvolvedFireSpider
