UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
forestry.speciesFiendish,残忍,forestry.speciesSinister,forestry.speciesModest,false,40.0,该突变只可能在nether生物群系中发生。
forestry.speciesFiendish,残忍,forestry.speciesSinister,forestry.speciesTropical,false,40.0,该突变只可能在nether生物群系中发生。
forestry.speciesDemonic,恶魔,forestry.speciesSinister,forestry.speciesFiendish,false,25.0,该突变只可能在nether生物群系中发生。
forestry.speciesFrugal,节俭,forestry.speciesModest,forestry.speciesSinister,false,16.0,该突变会在温度处于炙热和地狱之间时发生。|该突变仅在湿度为干旱时发生。
forestry.speciesFrugal,节俭,forestry.speciesModest,forestry.speciesFiendish,false,10.0,该突变会在温度处于炙热和地狱之间时发生。|该突变仅在湿度为干旱时发生。
forestry.speciesAustere,苦行,forestry.speciesModest,forestry.speciesFrugal,false,8.0,该突变会在温度处于炙热和地狱之间时发生。|该突变仅在湿度为干旱时发生。
forestry.speciesExotic,异国,forestry.speciesAustere,forestry.speciesTropical,false,12.0,
forestry.speciesEdenic,伊甸,forestry.speciesExotic,forestry.speciesTropical,false,8.0,
forestry.speciesSpectral,幽灵,forestry.speciesHermitic,forestry.speciesEnded,false,4.0,
forestry.speciesPhantasmal,幻影,forestry.speciesSpectral,forestry.speciesEnded,false,2.0,
forestry.speciesIcy,严寒,forestry.speciesIndustrious,forestry.speciesWintry,false,12.0,该突变会在温度处于严寒和寒冷之间时发生。
forestry.speciesGlacial,冰河,forestry.speciesIcy,forestry.speciesWintry,false,8.0,该突变会在温度处于严寒和寒冷之间时发生。
forestry.speciesVindictive,记恨,forestry.speciesMonastic,forestry.speciesDemonic,true,4.0,
forestry.speciesVengeful,报仇,forestry.speciesDemonic,forestry.speciesVindictive,true,8.0,
forestry.speciesVengeful,报仇,forestry.speciesMonastic,forestry.speciesVindictive,true,8.0,
forestry.speciesAvenging,复仇,forestry.speciesVengeful,forestry.speciesVindictive,false,4.0,
forestry.speciesLeporine,野兔,forestry.speciesMeadows,forestry.speciesForest,true,10.0,该突变只在March 29到April 15这段时间内发生。
forestry.speciesMerry,欢乐,forestry.speciesWintry,forestry.speciesForest,true,10.0,该突变只在December 21到December 27这段时间内发生。
forestry.speciesTipsy,微醺,forestry.speciesWintry,forestry.speciesMeadows,true,10.0,该突变只在December 27到January 2这段时间内发生。
forestry.speciesTricky,捣蛋,forestry.speciesSinister,forestry.speciesCommon,true,10.0,该突变只在October 15到November 3这段时间内发生。
forestry.speciesRural,田园,forestry.speciesMeadows,forestry.speciesDiligent,false,12.0,该突变只可能在plains生物群系中发生。
forestry.speciesFarmerly,稼穑,forestry.speciesRural,forestry.speciesUnweary,false,10.0,该突变只可能在plains生物群系中发生。
forestry.speciesAgrarian,农耕,forestry.speciesFarmerly,forestry.speciesIndustrious,false,6.0,该突变只可能在plains生物群系中发生。
forestry.speciesMiry,泥泞,forestry.speciesMarshy,forestry.speciesNoble,false,15.0,该突变仅在温度为温暖时发生。|该突变仅在湿度为潮湿时发生。
forestry.speciesBoggy,泥沼,forestry.speciesMarshy,forestry.speciesMiry,false,9.0,该突变仅在温度为温暖时发生。|该突变仅在湿度为潮湿时发生。
forestry.speciesSecluded,归隐,forestry.speciesMonastic,forestry.speciesAustere,false,12.0,
forestry.speciesHermitic,遁世,forestry.speciesMonastic,forestry.speciesSecluded,false,8.0,
extrabees.species.arid,干旱,forestry.speciesMeadows,forestry.speciesFrugal,false,10.0,
extrabees.species.arid,干旱,forestry.speciesForest,forestry.speciesFrugal,false,10.0,
extrabees.species.barren,荒芜,forestry.speciesCommon,extrabees.species.arid,false,10.0,
extrabees.species.desolate,荒凉,extrabees.species.arid,extrabees.species.barren,false,10.0,
extrabees.species.decomposing,分解,forestry.speciesMarshy,extrabees.species.barren,false,15.0,
extrabees.species.gnawing,痛苦,forestry.speciesForest,extrabees.species.barren,false,15.0,
extrabees.species.rotten,衰败,forestry.speciesMeadows,extrabees.species.desolate,false,15.0,
extrabees.species.bone,骷髅,forestry.speciesForest,extrabees.species.desolate,false,15.0,
extrabees.species.creeper,苦力怕,forestry.speciesModest,extrabees.species.desolate,false,15.0,
extrabees.species.stone,忍耐,forestry.speciesDiligent,extrabees.species.rock,false,12.0,
extrabees.species.granite,坚毅,forestry.speciesUnweary,extrabees.species.stone,false,10.0,
extrabees.species.mineral,弹性,forestry.speciesIndustrious,extrabees.species.granite,false,6.0,
extrabees.species.copper,铜绿,forestry.speciesWintry,extrabees.species.mineral,false,5.0,
extrabees.species.copper,铜绿,forestry.speciesModest,extrabees.species.mineral,false,5.0,
extrabees.species.tin,锡灰,forestry.speciesMarshy,extrabees.species.mineral,false,5.0,
extrabees.species.tin,锡灰,forestry.speciesTropical,extrabees.species.mineral,false,5.0,
extrabees.species.iron,铁锈,forestry.speciesMeadows,extrabees.species.mineral,false,5.0,
extrabees.species.iron,铁锈,forestry.speciesForest,extrabees.species.mineral,false,5.0,
extrabees.species.lead,铅质,forestry.speciesMeadows,extrabees.species.mineral,false,5.0,
extrabees.species.lead,铅质,forestry.speciesModest,extrabees.species.mineral,false,5.0,
extrabees.species.zinc,镀锌,forestry.speciesWintry,extrabees.species.mineral,false,5.0,
extrabees.species.zinc,镀锌,forestry.speciesTropical,extrabees.species.mineral,false,5.0,
extrabees.species.nickel,含镍,forestry.speciesForest,extrabees.species.mineral,false,5.0,
extrabees.species.nickel,含镍,forestry.speciesMarshy,extrabees.species.mineral,false,5.0,
extrabees.species.gold,金闪,forestry.speciesMajestic,extrabees.species.iron,false,2.0,
extrabees.species.gold,金闪,forestry.speciesMajestic,extrabees.species.copper,false,2.0,
extrabees.species.gold,金闪,forestry.speciesMajestic,extrabees.species.nickel,false,2.0,
extrabees.species.silver,银辉,forestry.speciesMajestic,extrabees.species.zinc,false,2.0,
extrabees.species.silver,银辉,forestry.speciesMajestic,extrabees.species.tin,false,2.0,
extrabees.species.silver,银辉,forestry.speciesMajestic,extrabees.species.lead,false,2.0,
extrabees.species.platinum,铂金,extrabees.species.gold,extrabees.species.silver,false,2.0,
extrabees.species.lapis,青晶,forestry.speciesImperial,extrabees.species.mineral,false,5.0,
extrabees.species.emerald,绿宝石,forestry.speciesForest,extrabees.species.lapis,false,5.0,
extrabees.species.ruby,红宝石,forestry.speciesModest,extrabees.species.lapis,false,5.0,
extrabees.species.sapphire,蓝宝石,extrabees.species.water,extrabees.species.lapis,false,5.0,
extrabees.species.diamond,金刚石,forestry.speciesCultivated,extrabees.species.lapis,false,5.0,
extrabees.species.unstable,不稳,extrabees.species.prehistoric,extrabees.species.mineral,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.iron,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.copper,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.tin,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.zinc,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.nickel,false,5.0,
extrabees.species.nuclear,核能,extrabees.species.unstable,extrabees.species.lead,false,5.0,
extrabees.species.yellorium,黄铀,forestry.speciesFrugal,extrabees.species.nuclear,false,5.0,
extrabees.species.cyanite,蓝晶,extrabees.species.nuclear,extrabees.species.yellorium,false,5.0,
extrabees.species.blutonium,蓝钚,extrabees.species.cyanite,extrabees.species.yellorium,false,5.0,
extrabees.species.ancient,古代,forestry.speciesNoble,forestry.speciesDiligent,false,10.0,
extrabees.species.primeval,原始,forestry.speciesSecluded,extrabees.species.ancient,false,8.0,
extrabees.species.prehistoric,史前,extrabees.species.primeval,extrabees.species.ancient,false,8.0,
extrabees.species.relic,遗迹,forestry.speciesImperial,extrabees.species.prehistoric,false,8.0,
extrabees.species.coal,化石,extrabees.species.primeval,extrabees.species.growing,false,8.0,
extrabees.species.coal,化石,forestry.speciesRural,extrabees.species.primeval,false,8.0,
extrabees.species.resin,树脂,forestry.speciesMiry,extrabees.species.primeval,false,8.0,
extrabees.species.oil,含油,extrabees.species.ocean,extrabees.species.primeval,false,8.0,
extrabees.species.oil,含油,forestry.speciesFrugal,extrabees.species.primeval,false,8.0,
extrabees.species.distilled,分馏,forestry.speciesIndustrious,extrabees.species.oil,false,8.0,
extrabees.species.fuel,精炼,extrabees.species.distilled,extrabees.species.oil,false,8.0,
extrabees.species.creosote,柏油,extrabees.species.distilled,extrabees.species.coal,false,8.0,
extrabees.species.latex,橡胶,extrabees.species.distilled,extrabees.species.resin,false,8.0,
extrabees.species.river,河流,forestry.speciesDiligent,extrabees.species.water,false,10.0,该突变只可能在river生物群系中发生。
extrabees.species.ocean,海洋,forestry.speciesDiligent,extrabees.species.water,false,10.0,该突变只可能在ocean生物群系中发生。
extrabees.species.ink,墨污,extrabees.species.black,extrabees.species.ocean,false,8.0,
extrabees.species.growing,生长,forestry.speciesForest,forestry.speciesDiligent,false,10.0,
extrabees.species.farm,农庄,forestry.speciesFarmerly,forestry.speciesMeadows,false,10.0,
extrabees.species.thriving,兴旺,forestry.speciesUnweary,extrabees.species.growing,false,10.0,
extrabees.species.blooming,盛开,forestry.speciesIndustrious,extrabees.species.thriving,false,8.0,
extrabees.species.sweet,甜美,forestry.speciesValiant,forestry.speciesDiligent,false,15.0,
extrabees.species.sugar,含糖,forestry.speciesRural,extrabees.species.sweet,false,15.0,
extrabees.species.ripening,成熟,extrabees.species.sweet,extrabees.species.growing,false,5.0,
extrabees.species.fruit,水果,extrabees.species.sweet,extrabees.species.thriving,false,5.0,
extrabees.species.alcohol,发酵,forestry.speciesFarmerly,forestry.speciesMeadows,false,10.0,
extrabees.species.milk,牛奶,forestry.speciesFarmerly,extrabees.species.water,false,10.0,
extrabees.species.coffee,咖啡,forestry.speciesFarmerly,forestry.speciesTropical,false,10.0,
extrabees.species.swamp,潮湿,forestry.speciesMiry,extrabees.species.water,false,10.0,
extrabees.species.boggy,泥淖,forestry.speciesBoggy,extrabees.species.swamp,false,8.0,
extrabees.species.fungal,菌类,forestry.speciesBoggy,forestry.speciesMiry,false,8.0,
extrabees.species.fungal,菌类,forestry.speciesBoggy,extrabees.species.fungal,false,8.0,
extrabees.species.tempered,愤怒,forestry.speciesFiendish,extrabees.species.basalt,false,30.0,该突变只可能在nether生物群系中发生。
extrabees.species.volcanic,火山,forestry.speciesDemonic,extrabees.species.tempered,false,20.0,该突变只可能在nether生物群系中发生。
extrabees.species.glowstone,怒视,extrabees.species.tempered,extrabees.species.excited,false,5.0,
extrabees.species.malicious,恶意,forestry.speciesSinister,forestry.speciesTropical,false,10.0,
extrabees.species.infectious,传染,forestry.speciesTropical,extrabees.species.malicious,false,8.0,
extrabees.species.virulent,剧毒,extrabees.species.malicious,extrabees.species.infectious,false,8.0,
extrabees.species.viscous,黏性,forestry.speciesExotic,extrabees.species.water,false,10.0,
extrabees.species.glutinous,胶质,forestry.speciesExotic,extrabees.species.viscous,false,8.0,
extrabees.species.sticky,黏液,extrabees.species.viscous,extrabees.species.glutinous,false,8.0,
extrabees.species.corrosive,腐蚀,extrabees.species.malicious,extrabees.species.viscous,false,10.0,
extrabees.species.caustic,苛性,forestry.speciesFiendish,extrabees.species.corrosive,false,8.0,
extrabees.species.acidic,酸化,extrabees.species.corrosive,extrabees.species.caustic,false,4.0,
extrabees.species.excited,激动,forestry.speciesValiant,forestry.speciesCultivated,false,10.0,
extrabees.species.energetic,活力十足,forestry.speciesDiligent,extrabees.species.excited,false,8.0,
extrabees.species.ecstatic,狂喜,extrabees.species.excited,extrabees.species.energetic,false,8.0,
extrabees.species.artic,冻结,forestry.speciesWintry,forestry.speciesDiligent,false,10.0,
extrabees.species.freezing,冰封,extrabees.species.ocean,extrabees.species.artic,false,10.0,
extrabees.species.shadow,阴影,forestry.speciesSinister,extrabees.species.rock,false,10.0,
extrabees.species.darkened,黑暗,extrabees.species.shadow,extrabees.species.rock,false,8.0,
extrabees.species.abyss,深渊,extrabees.species.shadow,extrabees.species.darkened,false,8.0,
extrabees.species.red,朱红,forestry.speciesForest,forestry.speciesValiant,false,5.0,
extrabees.species.yellow,藏黄,forestry.speciesMeadows,forestry.speciesValiant,false,5.0,
extrabees.species.blue,绀蓝,forestry.speciesValiant,extrabees.species.water,false,5.0,
extrabees.species.green,翠绿,forestry.speciesTropical,forestry.speciesValiant,false,5.0,
extrabees.species.black,乌黑,forestry.speciesValiant,extrabees.species.rock,false,5.0,
extrabees.species.white,素白,forestry.speciesWintry,forestry.speciesValiant,false,5.0,
extrabees.species.brown,墨棕,forestry.speciesMarshy,forestry.speciesValiant,false,5.0,
extrabees.species.orange,琥橙,extrabees.species.red,extrabees.species.yellow,false,5.0,
extrabees.species.cyan,碧青,extrabees.species.green,extrabees.species.blue,false,5.0,
extrabees.species.purple,靛紫,extrabees.species.red,extrabees.species.blue,false,5.0,
extrabees.species.gray,岩灰,extrabees.species.black,extrabees.species.white,false,5.0,
extrabees.species.lightblue,天蓝,extrabees.species.blue,extrabees.species.white,false,5.0,
extrabees.species.pink,薰粉,extrabees.species.red,extrabees.species.white,false,5.0,
extrabees.species.limegreen,柳黄,extrabees.species.green,extrabees.species.white,false,5.0,
extrabees.species.magenta,芍红,extrabees.species.purple,extrabees.species.pink,false,5.0,
extrabees.species.lightgray,尘灰,extrabees.species.gray,extrabees.species.white,false,5.0,
extrabees.species.celebratory,普天同庆,forestry.speciesAustere,extrabees.species.excited,false,5.0,
extrabees.species.jaded,翡翠,forestry.speciesEnded,extrabees.species.relic,false,2.0,灵感来自于 [jadedcat§r]
extrabees.species.chad,Chad,forestry.speciesCultivated,extrabees.species.celebratory,false,5.0,"该突变只在February 29到February 29这段时间内发生。|该突变仅在白天时发生。|灵感来自于 |[§4§lR§c§lu§6§ln§e§la§2§lk§a§la§b§li§r, boubou_19§r, Alastors_Game§r, | BlueWeabo§r, Lewis_Saber§r, True_Aurastorm§r, | mitchej123§r, minecraft7771§r, _Timbo§r, | kuba6000§r, Alrightsc§r, YeetYeetDatBoi§r, | DreamMasterXXL§r, Colen§r, OrderedSet§r]"
extrabees.species.hazardous,冒险,forestry.speciesAustere,extrabees.species.desolate,false,5.0,
extrabees.species.quantum,微光量子,forestry.speciesSpectral,extrabees.species.spatial,false,5.0,
extrabees.species.unusual,异常,forestry.speciesSecluded,forestry.speciesEnded,false,5.0,
extrabees.species.spatial,空间,forestry.speciesHermitic,extrabees.species.unusual,false,5.0,
extrabees.species.mystical,神秘,forestry.speciesNoble,forestry.speciesMonastic,false,5.0,
forestry.speciesCommon,寻常,forestry.speciesForest,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMeadows,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesModest,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesTropical,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMarshy,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesWintry,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,extrabees.species.rock,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,extrabees.species.basalt,extrabees.species.water,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesForest,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMeadows,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesModest,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesTropical,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMarshy,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesWintry,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,extrabees.species.basalt,extrabees.species.rock,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesForest,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMeadows,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesModest,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesTropical,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesMarshy,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,寻常,forestry.speciesWintry,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,田野,forestry.speciesCommon,extrabees.species.water,false,12.0,
forestry.speciesCultivated,田野,forestry.speciesCommon,extrabees.species.rock,false,12.0,
forestry.speciesCultivated,田野,forestry.speciesCommon,extrabees.species.basalt,false,12.0,
forestry.speciesSinister,邪恶,forestry.speciesCultivated,extrabees.species.basalt,false,60.0,该突变只可能在nether生物群系中发生。
forestry.speciesFiendish,残忍,forestry.speciesSinister,extrabees.species.basalt,false,40.0,该突变只可能在nether生物群系中发生。
computronics.speciesScummy,浮渣,forestry.speciesAgrarian,forestry.speciesExotic,true,2.0,"该突变需要蜂蜜酒作为蜂箱的基石才可发生。|该突变会在和[ocean, hot]类似的生物群系中。|该突变会在和[ocean, wet]类似的生物群系中。|该突变仅在夜晚时发生。|该突变会在温度处于温暖和地狱之间时发生。"
computronics.speciesScummy,浮渣,forestry.speciesTipsy,forestry.speciesExotic,true,10.0,该突变仅在夜晚时发生。
gregtech.bee.speciesClay,黏土,forestry.speciesIndustrious,forestry.speciesDiligent,false,10.0,该突变需要黏土块作为蜂箱的基石才可发生。
gregtech.bee.speciesSlimeball,黏液球,forestry.speciesMarshy,gregtech.bee.speciesClay,false,7.0,该突变需要绿色凝固史莱姆块作为蜂箱的基石才可发生。
gregtech.bee.speciesPeat,泥炭,forestry.speciesRural,gregtech.bee.speciesClay,false,10.0,
gregtech.bee.speciesStickyresin,黏性树脂,gregtech.bee.speciesSlimeball,gregtech.bee.speciesPeat,false,15.0,该突变需要橡胶树原木作为蜂箱的基石才可发生。
gregtech.bee.speciesCoal,煤,forestry.speciesIndustrious,gregtech.bee.speciesPeat,false,9.0,该突变需要煤炭块作为蜂箱的基石才可发生。
gregtech.bee.speciesOil,石油,gregtech.bee.speciesCoal,gregtech.bee.speciesStickyresin,false,4.0,
gregtech.bee.speciesSandwich,三明治,forestry.speciesAgrarian,magicbees.speciesTCBatty,false,10.0,
gregtech.bee.speciesAsh,灰烬,gregtech.bee.speciesCoal,gregtech.bee.speciesClay,false,10.0,该突变仅在温度为地狱时发生。
gregtech.bee.speciesApatite,磷灰石,gregtech.bee.speciesAsh,gregtech.bee.speciesCoal,false,10.0,该突变需要磷灰石块作为蜂箱的基石才可发生。
gregtech.bee.speciesFertilizer,肥料,gregtech.bee.speciesAsh,gregtech.bee.speciesApatite,false,8.0,
gregtech.bee.speciesPhosphorus,磷,gregtech.bee.speciesApatite,gregtech.bee.speciesAsh,false,12.0,该突变仅在温度为炙热时发生。|该突变需要磷酸三钙块作为蜂箱的基石才可发生。
gregtech.bee.speciesTea,茶,gregtech.bee.speciesFertilizer,gregtech.bee.speciesAsh,false,10.0,
gregtech.bee.speciesMica,云母,gregtech.bee.speciesPeat,magicbees.speciesSilicon,false,15.0,该突变需要白铜线圈方块作为蜂箱的基石才可发生。
gregtech.bee.speciesRedstone,红石,forestry.speciesIndustrious,forestry.speciesDemonic,false,10.0,该突变需要红石块作为蜂箱的基石才可发生。
gregtech.bee.speciesLapis,青金石,forestry.speciesDemonic,forestry.speciesImperial,false,10.0,该突变需要青金石块作为蜂箱的基石才可发生。
gregtech.bee.speciesCertus,赛特斯,forestry.speciesHermitic,gregtech.bee.speciesLapis,false,10.0,该突变需要赛特斯石英块作为蜂箱的基石才可发生。
gregtech.bee.speciesFluix,福鲁伊克斯,gregtech.bee.speciesRedstone,gregtech.bee.speciesLapis,false,7.0,该突变需要福鲁伊克斯块作为蜂箱的基石才可发生。
gregtech.bee.speciesDiamond,钻石,gregtech.bee.speciesCertus,gregtech.bee.speciesCoal,false,3.0,该突变需要钻石块作为蜂箱的基石才可发生。
gregtech.bee.speciesRuby,红宝石矿,gregtech.bee.speciesRedstone,gregtech.bee.speciesDiamond,false,5.0,该突变需要红宝石块作为蜂箱的基石才可发生。
gregtech.bee.speciesSapphire,蓝宝石矿,gregtech.bee.speciesCertus,gregtech.bee.speciesLapis,false,5.0,该突变需要蓝宝石块作为蜂箱的基石才可发生。
gregtech.bee.speciesOlivine,橄榄石,gregtech.bee.speciesCertus,forestry.speciesEnded,false,5.0,
gregtech.bee.speciesEmerald,绿宝石矿,gregtech.bee.speciesOlivine,gregtech.bee.speciesDiamond,false,4.0,该突变需要绿宝石块作为蜂箱的基石才可发生。
gregtech.bee.speciesRedgarnet,红石榴石,gregtech.bee.speciesDiamond,gregtech.bee.speciesRuby,false,4.0,该突变需要红石榴石块作为蜂箱的基石才可发生。
gregtech.bee.speciesYellowgarnet,黄石榴石,gregtech.bee.speciesEmerald,gregtech.bee.speciesRedgarnet,false,3.0,该突变需要黄石榴石块作为蜂箱的基石才可发生。
gregtech.bee.speciesFirestone,火石,gregtech.bee.speciesRedstone,gregtech.bee.speciesRuby,false,4.0,该突变需要火石块作为蜂箱的基石才可发生。
gregtech.bee.speciesPrismatic,海晶,gregtech.bee.speciesCertus,extrabees.species.ocean,false,10.0,该突变仅在湿度为潮湿时发生。|该突变需要海晶石作为蜂箱的基石才可发生。
gregtech.bee.speciesCopper,铜,forestry.speciesMajestic,gregtech.bee.speciesClay,false,13.0,该突变需要铜块作为蜂箱的基石才可发生。
gregtech.bee.speciesTin,锡,gregtech.bee.speciesClay,forestry.speciesDiligent,false,13.0,该突变需要锡块作为蜂箱的基石才可发生。
gregtech.bee.speciesLead,铅,gregtech.bee.speciesCoal,gregtech.bee.speciesCopper,false,13.0,该突变需要铅块作为蜂箱的基石才可发生。
gregtech.bee.speciesIron,铁,gregtech.bee.speciesTin,gregtech.bee.speciesCopper,false,13.0,该突变需要铁块作为蜂箱的基石才可发生。
gregtech.bee.speciesSteel,钢铁,gregtech.bee.speciesIron,gregtech.bee.speciesCoal,false,10.0,该突变需要钢块作为蜂箱的基石才可发生。
gregtech.bee.speciesNickel,镍,gregtech.bee.speciesIron,gregtech.bee.speciesCopper,false,13.0,该突变需要镍块作为蜂箱的基石才可发生。
gregtech.bee.speciesZinc,锌,gregtech.bee.speciesIron,gregtech.bee.speciesTin,false,13.0,该突变需要锌块作为蜂箱的基石才可发生。
gregtech.bee.speciesSilver,银,gregtech.bee.speciesLead,gregtech.bee.speciesTin,false,10.0,该突变需要银块作为蜂箱的基石才可发生。
gregtech.bee.speciesCryolite,冰晶石,gregtech.bee.speciesLead,gregtech.bee.speciesSilver,false,9.0,该突变需要冰晶石块作为蜂箱的基石才可发生。
gregtech.bee.speciesGold,金,gregtech.bee.speciesLead,gregtech.bee.speciesCopper,false,13.0,该突变需要金块作为蜂箱的基石才可发生。|该突变仅在温度为炙热时发生。
gregtech.bee.speciesArsenic,砷,gregtech.bee.speciesZinc,gregtech.bee.speciesSilver,false,10.0,该突变需要砷块作为蜂箱的基石才可发生。
gregtech.bee.speciesAluminium,铝,gregtech.bee.speciesNickel,gregtech.bee.speciesZinc,false,9.0,该突变需要铝块作为蜂箱的基石才可发生。
gregtech.bee.speciesTitanium,钛,gregtech.bee.speciesRedstone,gregtech.bee.speciesAluminium,false,5.0,该突变需要钛块作为蜂箱的基石才可发生。
gregtech.bee.speciesGlowstone,荧石,gregtech.bee.speciesRedstone,gregtech.bee.speciesGold,false,10.0,
gregtech.bee.speciesSunnarium,阳光化合物,gregtech.bee.speciesGlowstone,gregtech.bee.speciesGold,false,5.0,该突变需要超导线圈方块作为蜂箱的基石才可发生。
gregtech.bee.speciesChrome,铬,gregtech.bee.speciesTitanium,gregtech.bee.speciesRuby,false,5.0,该突变需要铬块作为蜂箱的基石才可发生。
gregtech.bee.speciesManganese,锰,gregtech.bee.speciesTitanium,gregtech.bee.speciesAluminium,false,5.0,该突变需要锰块作为蜂箱的基石才可发生。
gregtech.bee.speciesTungsten,钨,forestry.speciesHeroic,gregtech.bee.speciesManganese,false,5.0,该突变需要钨块作为蜂箱的基石才可发生。
gregtech.bee.speciesPlatinum,铂,gregtech.bee.speciesDiamond,gregtech.bee.speciesChrome,false,5.0,该突变需要铂块作为蜂箱的基石才可发生。
gregtech.bee.speciesIridium,铱,gregtech.bee.speciesTungsten,gregtech.bee.speciesPlatinum,false,5.0,该突变需要铱块作为蜂箱的基石才可发生。
gregtech.bee.speciesOsmium,锇,gregtech.bee.speciesTungsten,gregtech.bee.speciesPlatinum,false,5.0,该突变需要锇块作为蜂箱的基石才可发生。
gregtech.bee.speciesSalty,盐,gregtech.bee.speciesClay,gregtech.bee.speciesAluminium,false,5.0,该突变需要盐块作为蜂箱的基石才可发生。
gregtech.bee.speciesLithium,锂,gregtech.bee.speciesSalty,gregtech.bee.speciesAluminium,false,5.0,该突变需要锂框架作为蜂箱的基石才可发生。
