id,name
175,ImpureFranciumSolution
176,FranciumSlurry
177,FranciumHydroxide
178,ThoriumElutionAdsorbent
179,PhosphorusChlorineMixture
180,PhosphorusPentachloride
181,ToxicAir
182,ToxicSlurry
183,DestabilizationSlurry
184,AgitatingSlurry
185,UltraContaminatedGas
186,StagnantWasteWater
187,ActivatedWasteWater
188,ChlorosulfonicAcid
189,Shijima
190,Churitsu
191,PoisonousSlurry
201,Manasteel
202,Terrasteel
203,ElvenElementium
204,Livingrock
205,GaiaSpirit
206,Livingwood
207,Dreamwood
208,ManaDiamond
209,BotaniaDragonstone
232,DenseSteam
233,DenseSuperheatedSteam
234,DenseSupercriticalSteam
241,PlatinumGroupSludge
242,WeedEX9000
243,PotassiumHydroxide_GT5U
244,CaesiumHydroxide_GT5U
299,Stone
300,Bronze
301,Brass
302,Invar
303,Electrum
304,CastIron
305,Steel
306,StainlessSteel
307,PigIron
308,RedAlloy
309,BlueAlloy
310,Cupronickel
311,Nichrome
312,Kanthal
313,Magnalium
314,SolderingAlloy
315,BatteryAlloy
316,TungstenSteel
317,Osmiridium
318,Sunnarium
319,Adamantium
320,ElectrumFlux
321,Enderium
323,InfusedGold
324,Naquadah
325,NaquadahAlloy
326,NaquadahEnriched
327,Naquadria
328,Duranium
329,Tritanium
330,Thaumium
331,Mithril
333,AstralSilver
334,BlackSteel
335,DamascusSteel
336,ShadowIron
337,ShadowSteel
338,IronWood
339,Steeleaf
340,MeteoricIron
341,MeteoricSteel
342,DarkIron
343,CobaltBrass
344,Ultimet
345,AnnealedCopper
346,FierySteel
347,Firestone
348,RedSteel
349,BlueSteel
350,SterlingSilver
351,RoseGold
352,BlackBronze
353,BismuthBronze
354,IronMagnetic
355,SteelMagnetic
356,NeodymiumMagnetic
357,VanadiumGallium
358,YttriumBariumCuprate
359,NiobiumNitride
360,NiobiumTitanium
361,ChromiumDioxide
362,Knightmetal
363,TinAlloy
364,DarkSteel
365,ElectricalSteel
366,EnergeticAlloy
367,VibrantAlloy
368,Shadow
369,ConductiveIron
370,TungstenCarbide
371,VanadiumSteel
372,HSSG
373,HSSE
374,HSSS
375,Rutile
376,Titaniumtetrachloride
377,Magnesiumchloride
378,PulsatingIron
379,Soularium
380,EnderiumBase
381,RedstoneAlloy
382,Ardite
383,Reinforced
384,Galgadorian
385,EnhancedGalgadorian
386,Manyullyn
387,Mytryl
388,BlackPlutonium
389,CallistoIce
390,Ledox
391,Quantium
392,Duralumin
393,Oriharukon
394,InfinityCatalyst
395,Bedrockium
396,Unstable
397,Infinity
398,MysteriousCrystal
399,SamariumMagnetic
400,Alumite
401,EndSteel
402,CrudeSteel
403,CrystallineAlloy
404,MelodicAlloy
405,StellarAlloy
406,CrystallinePinkSlime
407,EnergeticSilver
408,VividAlloy
409,BauxiteSlurry
410,HeadedBauxiteSlurry
411,SluiceJuice
412,SluiceSand
413,BauxiteSlag
414,IlmeniteSlag
415,GreenSapphireJuice
416,SapphireJuice
417,RubyJuice
425,MTBEReactionMixture(Butane)
460,HydricSulfide
470,Epoxid
471,Silicone
472,Polycaprolactam
473,Polytetrafluoroethylene
485,Alduorite
488,Rubracium
489,Vulcanite
493,LiquidOxygen
494,LiquidNitrogen
495,LiquidAir
496,NobleGases
497,CarbonDioxide
500,Diamond
501,Emerald
502,Ruby
503,Sapphire
504,GreenSapphire
505,Olivine
506,NetherStar
507,Topaz
508,Tanzanite
509,Amethyst
510,Opal
511,Jasper
512,FoolsRuby
513,BlueTopaz
514,Amber
515,Dilithium
516,CertusQuartz
517,ChargedCertusQuartz
518,Forcicium
519,Forcillium
520,Monazite
521,Force
522,NetherQuartz
523,Quartzite
524,Lazurite
525,Sodalite
526,Lapis
527,GarnetRed
528,GarnetYellow
529,Vinteum
530,Apatite
531,Niter
532,EnderPearl
533,EnderEye
534,TricalciumPhosphate
535,Coal
536,Charcoal
537,Jade
538,Lignite
540,InfusedAir
541,InfusedFire
542,InfusedEarth
543,InfusedWater
544,InfusedEntropy
545,InfusedOrder
546,RoastedCopper
547,RoastedAntimony
548,RoastedIron
549,RoastedNickel
550,RoastedZinc
551,RoastedCobalt
552,RoastedArsenic
553,RoastedLead
554,Grade1PurifiedWater
555,Grade2PurifiedWater
556,Grade3PurifiedWater
557,Grade4PurifiedWater
558,Grade5PurifiedWater
559,Grade6PurifiedWater
560,Grade7PurifiedWater
561,Grade8PurifiedWater
562,FlocculationWasteLiquid
563,ActivatedCarbon
564,PreActivatedCarbon
565,carbonactivateddirty
566,PolyaluminiumChloride
567,AdvancedGlue
568,Ozone
569,stablebaryonicmatter
570,OilExtraHeavy
576,TPVAlloy
581,TranscendentMetal
582,EnrichedHolmium
583,MagnetohydrodynamicallyConstrainedStarMatter
584,RawStarMatter
585,WhiteDwarfMatter
586,BlackDwarfMatter
587,temporalFluid
588,SpaceTime
589,DimensionallyTranscendentResidue
590,PotassiumNitrate
591,Chromiumtrioxide
592,2Nitrochlorobenzene
593,Dimethylbenzene
594,PotassiumDichromate
595,phtalicacid
596,"3,3Dichlorobenzidine"
597,"3,3Diaminobenzidine"
598,DiphenylIsophtalate
599,Polybenzimidazole
600,SoulInfusedMedium
602,ReinforcedGlass
603,BioMediumRaw
604,BiohMediumSterilized
605,Chlorobenzene
606,DilutedHydrochloricAcid_GT5U
607,Pyrochlore
608,GrowthMediumRaw
609,GrowthMediumSterilized
610,EpoxidFiberReinforced
611,BorosilicateGlass
612,FerriteMixture
613,NickelZincFerrite
614,Massicot
615,ArsenicTrioxide
616,CobaltOxide
617,Zincite
618,AntimonyTrioxide
619,CupricOxide
620,Ferrosilite
621,Magnesia
622,Quicklime
623,Potash
624,SodaAsh
625,Brick
626,Fireclay
627,BioDiesel
628,NitrationMixture
629,Glycerol
630,SodiumBisulfate
631,PolyphenyleneSulfide
632,Dichlorobenzene
633,Polydimethylsiloxane
634,RawStyreneButadieneRubber
635,StyreneButadieneRubber
636,Polystyrene
637,Styrene
638,Isoprene
639,Tetranitromethane
640,DilutedSulfuricAcid
641,Ethenone
642,Ethane
643,Propane
644,Butane
645,Butene
646,Butadiene
647,Toluene
648,Epichlorohydrin
649,PolyvinylChloride
650,VinylChloride
651,SulfurDioxide
652,SulfurTrioxide
653,NitricAcid
654,"1,1Dimethylhydrazine"
655,Chloramine
656,Dimethylamine
657,DinitrogenTetroxide
658,NitricOxide
659,Ammonia
660,WoodGas
661,WoodVinegar
662,WoodTar
663,Dimethyldichlorosilane
664,Chloromethane
665,PhosphorousPentoxide
666,Tetrafluoroethylene
667,HydrofluoricAcid_GT5U
668,Chloroform
669,BisphenolA
670,AceticAcid
671,CalciumAcetateSolution
672,Acetone
673,Methanol
674,CarbonMonoxide
675,CharcoalByproducts
676,MetalMixture
677,Ethylene
678,Propene
679,VinylAcetate
680,PolyvinylAcetate
681,MethylAcetate
682,AllylChloride
683,HydrochloricAcid_GT5U
684,HypochlorousAcid
685,SodiumHydroxide_GT5U
686,Benzene
687,Phenol
688,Isopropylbenzene
689,PhosphoricAcid_GT5U
690,Vinegar
691,FermentedBiomass
692,SaltWater
693,IronIIIChloride
694,lifeessence
695,SodiumCarbonate
696,SodiumAluminate
697,Alumina
698,AluminiumHydroxide
699,Cryolite
700,Lava
701,Water
702,Ice
703,UUMatter
704,Biomass
706,Ethanol
707,Oil
708,Fuel
709,NitroFuel
710,CoalFuel
711,FishOil
712,Creosote
713,SeedOil
714,Glyceryl
715,Methane
716,NitroCarbon
717,NitrogenDioxide
718,SodiumPersulfate
719,SodiumSulfide
720,SulfuricAcid
721,UUAmplifier
722,SeedOilHemp
723,SeedOilLin
724,Lubricant
725,Honey
726,Glue
727,FryingOilHot
728,Snow
729,HolyWater
730,OilHeavy
731,OilMedium
732,OilLight
733,NatruralGas
734,SulfuricGas
735,Gas
736,SulfuricNaphtha
737,SulfuricLightFuel
738,SulfuricHeavyFuel
739,Naphtha
740,LightFuel
741,HeavyFuel
742,LPG
743,RedMud
744,SodiumOxide
745,DimensionallyTranscendentExoticCatalyst
746,DimensionallyTranscendentResplendentCatalyst
747,DimensionallyTranscendentProsaicCatalyst
748,DimensionallyTranscendentCrudeCatalyst
749,SodiumMethoxide
750,TrimethylBorate
751,SodiumHydride
752,PhosphorusTrichloride
753,Triphenylphosphene
754,RhodiumChloride
755,SodiumBorohydride
756,OrganorhodiumCatalyst
757,Cobalt(II)Nitrate
758,Cobalt(II)Acetate
759,CobaltIIHydroxide
760,NaphthenicAcid
761,Cobalt(II)Naphthenate
762,"1,4Dimethylbenzene"
763,"1,3Dimethylbenzene"
764,TerephthalicAcid
765,Kevlar
766,DimethylTerephthalate
767,SulfurDichloride
768,ThionylChloride
769,BismuthIIIOxide
770,HeeEndium
771,RaneyNickelActivated
772,NickelAluminide
773,2Butin14diol
774,LiquidCrystalKevlar
775,CacliumCarbide
776,GammaButyrolactone
777,Trimethylamine
778,Methylamine
779,pPhenylenediamine
780,4Nitroaniline
781,Acetylene
782,TerephthaloylChloride
783,NMethylpyrolidone
784,PolyurethaneResin
785,Pentaerythritol
786,Acetaldehyde
787,EthyleneGlycol
788,SiliconOil
789,EthyleneOxide
790,PolyurethaneCatalystADust
791,NickelTetracarbonyl
792,Isobutyraldehyde
793,Butyraldehyde
794,DiphenylmethaneDiisocyanateMixture
795,DiaminodiphenylmethanMixture
796,DiphenylmethaneDiisocyanate
797,CalciumHydride
798,Silane
799,Dichlorosilane
800,Gunpowder
801,Blaze
802,Flint
803,Sugar
804,Obsidian
805,Clay
806,Bone
807,Netherrack
808,Endstone
809,Wood
810,Redstone
811,Glowstone
812,Electrotine
813,Bluestone
814,NetherBrick
815,Ash
816,DarkAsh
817,Salt
818,HydratedCoal
819,Graphene
820,Almandine
821,Andradite
822,Bauxite
823,Calcite
824,Cassiterite
825,Chromite
826,Cinnabar
827,Cobaltite
828,Cooperite
829,DeepIron
830,Galena
831,Grossular
832,LiveRoot
833,Phosphate
834,Pyrite
835,Pyrope
836,Saltpeter
837,SiliconDioxide
838,Spessartine
839,Sphalerite
840,Tetrahedrite
841,Tungstate
842,Uvarovite
843,Pyrotheum
844,Basalt
845,Marble
846,Redrock
847,PotassiumFeldspar
848,Biotite
849,GraniteBlack
850,GraniteRed
851,Blizz
853,CobaltHexahydrate
854,ConstructionFoam
855,Chalcopyrite
856,SiliconSolarGrade
858,CrudeOil
861,Emery
862,Epidote
865,Graphite
867,Greenstone
868,Trinium
870,Magnetite
871,Malachite
872,Migmatite
873,Pitchblende
874,Plastic
876,Siltstone
877,Soapstone
878,Oilsands
879,Paper
880,Rubber
881,Wheat
882,Wulfenite
883,Powellite
884,Desh
885,Milk
886,Chocolate
887,Cocoa
888,Coffee
889,WoodSealed
890,Glass
891,RareEarth
892,MeatRaw
893,MeatCooked
894,Cheese
895,Chili
896,RawRubber
897,ComplexityCatalyst
898,Cryotheum
899,EntropicCatalyst
900,Mirabilite
901,Mica
902,Talc
903,Trona
904,Barite
905,Bastnasite
906,Garnierite
907,Lepidolite
908,Magnesite
909,Pentlandite
910,Scheelite
911,Alunite
912,Chrysotile
913,Realgar
914,Dolomite
915,Wollastonite
916,Zeolite
917,BandedIron
918,Ilmenite
919,Pollucite
920,Spodumene
921,Tantalite
922,Uraninite
923,VanadiumMagnetite
924,Kyanite
925,Perlite
926,Pumice
927,Bentonite
928,FullersEarth
929,Kaolinite
930,BrownLimonite
931,YellowLimonite
932,Vermiculite
933,Glauconite
934,Gypsum
935,BasalticMineralSand
936,GraniticMineralSand
937,CassiteriteSand
938,GarnetSand
939,QuartzSand
940,VolcanicAsh
941,Borax
942,Molybdenite
943,Pyrolusite
944,RockSalt
945,Stibnite
946,Asbestos
947,Concrete
948,Diatomite
949,GlauconiteSand
951,Vyroxeres
952,Ceruclase
956,Tartarite
966,Orichalcum
967,SiliconTetrafluoride
968,SiliconTetrachloride
969,Aluminiumfluoride
970,Void
971,CalciumDisilicide
972,Trichlorosilane
973,Hexachlorodisilane
974,SuperconductorUEVBase
975,Draconium
976,DraconiumAwakened
977,BloodInfusedIron
978,Ichorium
979,RadoxPoly
980,GalliumArsenide
981,IndiumGalliumPhosphide
982,CosmicNeutronium
983,MTBEReactionMixture(Butene)
984,Flerovium_GT5U
985,Longasssuperconductornameforuhvwire
986,Longasssuperconductornameforuvwire
987,Pentacadmiummagnesiumhexaoxid
988,Titaniumonabariumdecacoppereikosaoxid
989,Uraniumtriplatinid
990,Vanadiumtriindinid
991,Tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid
992,Tetranaquadahdiindiumhexaplatiumosminid
993,NitrousOxide
994,EthylTertButylEther
995,Octane
996,RawGasoline
997,Gasoline
998,HighOctaneGasoline
999,McGuffium239
