Ore Name,ItemStack,Item ID,Display Name,Wildcard
SmallBackpacks,1xitem.backpack@5,Backpack:backpack,蓝色小背包,false
SmallBackpacks,1xitem.backpack@6,Backpack:backpack,紫色小背包,false
SmallBackpacks,1xitem.backpack@7,Backpack:backpack,青色小背包,false
SmallBackpacks,1xitem.backpack@8,Backpack:backpack,淡灰色小背包,false
SmallBackpacks,1xitem.backpack@9,Backpack:backpack,灰色小背包,false
SmallBackpacks,1xitem.backpack@10,Backpack:backpack,粉红色小背包,false
SmallBackpacks,1xitem.backpack@11,Backpack:backpack,黄绿色小背包,false
SmallBackpacks,1xitem.backpack@12,Backpack:backpack,黄色小背包,false
SmallBackpacks,1xitem.backpack@13,Backpack:backpack,淡蓝色小背包,false
SmallBackpacks,1xitem.backpack@14,Backpack:backpack,品红色小背包,false
SmallBackpacks,1xitem.backpack@15,Backpack:backpack,橙色小背包,false
SmallBackpacks,1xitem.backpack@16,Backpack:backpack,白色小背包,false
TeakPlanks,1xtile.for.planks@1,Forestry:planks,柚树木板,false
TeakPlanks,1xtile.for.planksFireproof@1,Forestry:planksFireproof,抗燃柚树木板,false
TeakSlab,1xtile.for.slabs@1,Forestry:slabs,柚树台阶,false
TeakSlab,1xtile.for.slabsFireproof@1,Forestry:slabsFireproof,抗燃柚树台阶,false
WalnutPlanks,1xtile.for.planks@13,Forestry:planks,核桃木板,false
WalnutPlanks,1xtile.for.planksFireproof@13,Forestry:planksFireproof,抗燃核桃木板,false
WalnutSlab,1xtile.for.slabs@13,Forestry:slabs,核桃台阶,false
WalnutSlab,1xtile.for.slabsFireproof@13,Forestry:slabsFireproof,抗燃核桃台阶,false
WengePlanks,1xtile.for.planks@5,Forestry:planks,崖豆木板,false
WengePlanks,1xtile.for.planksFireproof@5,Forestry:planksFireproof,抗燃崖豆木板,false
WengeSlab,1xtile.for.slabs@5,Forestry:slabs,崖豆台阶,false
WengeSlab,1xtile.for.slabsFireproof@5,Forestry:slabsFireproof,抗燃崖豆台阶,false
WillowPlanks,1xtile.for.planks@12,Forestry:planks,柳树木板,false
WillowPlanks,1xtile.for.planksFireproof@12,Forestry:planksFireproof,抗燃柳树木板,false
WillowSlab,1xtile.for.slabs@12,Forestry:slabs,柳树台阶,false
WillowSlab,1xtile.for.slabsFireproof@12,Forestry:slabsFireproof,抗燃柳树台阶,false
alumiteRod,1xitem.tconstruct.ToolRod@15,TConstruct:toolRod,锌曜钢手柄,false
antiBlock,1xtile.chisel.antiBlock@0,chisel:antiBlock,纯色方块,false
apiaryUpgrade,1xgt.metaitem.03@32200,gregtech:gt.metaitem.03,加速升级 x2,false
apiaryUpgrade,1xgt.metaitem.03@32201,gregtech:gt.metaitem.03,加速升级 x4,false
apiaryUpgrade,1xgt.metaitem.03@32202,gregtech:gt.metaitem.03,加速升级 x8,false
apiaryUpgrade,1xgt.metaitem.03@32203,gregtech:gt.metaitem.03,加速升级 x16,false
apiaryUpgrade,1xgt.metaitem.03@32204,gregtech:gt.metaitem.03,加速升级 x32,false
apiaryUpgrade,1xgt.metaitem.03@32205,gregtech:gt.metaitem.03,加速升级 x64,false
apiaryUpgrade,1xgt.metaitem.03@32206,gregtech:gt.metaitem.03,加速升级 x128,false
apiaryUpgrade,1xgt.metaitem.03@32207,gregtech:gt.metaitem.03,加速升级 x256,false
apiaryUpgrade,1xgt.metaitem.03@32208,gregtech:gt.metaitem.03,进阶加速升级 x256,false
apiaryUpgrade,1xgt.metaitem.03@32209,gregtech:gt.metaitem.03,产量升级,false
apiaryUpgrade,1xgt.metaitem.03@32210,gregtech:gt.metaitem.03,平原环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32211,gregtech:gt.metaitem.03,光照升级,false
apiaryUpgrade,1xgt.metaitem.03@32212,gregtech:gt.metaitem.03,授粉升级,false
apiaryUpgrade,1xgt.metaitem.03@32213,gregtech:gt.metaitem.03,严寒环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32214,gregtech:gt.metaitem.03,干燥升级,false
apiaryUpgrade,1xgt.metaitem.03@32215,gregtech:gt.metaitem.03,自动化升级,false
apiaryUpgrade,1xgt.metaitem.03@32216,gregtech:gt.metaitem.03,加湿器升级,false
apiaryUpgrade,1xgt.metaitem.03@32217,gregtech:gt.metaitem.03,地狱环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32218,gregtech:gt.metaitem.03,花粉洗涤塔升级,false
apiaryUpgrade,1xgt.metaitem.03@32219,gregtech:gt.metaitem.03,沙漠环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32220,gregtech:gt.metaitem.03,冷却器升级,false
apiaryUpgrade,1xgt.metaitem.03@32221,gregtech:gt.metaitem.03,寿命升级,false
apiaryUpgrade,1xgt.metaitem.03@32222,gregtech:gt.metaitem.03,气密性升级,false
apiaryUpgrade,1xgt.metaitem.03@32223,gregtech:gt.metaitem.03,基因稳定升级,false
apiaryUpgrade,1xgt.metaitem.03@32224,gregtech:gt.metaitem.03,丛林环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32225,gregtech:gt.metaitem.03,范围升级,false
apiaryUpgrade,1xgt.metaitem.03@32226,gregtech:gt.metaitem.03,海洋环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32227,gregtech:gt.metaitem.03,露天环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32228,gregtech:gt.metaitem.03,加热器升级,false
apiaryUpgrade,1xgt.metaitem.03@32229,gregtech:gt.metaitem.03,筛滤升级,false
apiaryUpgrade,1xgt.metaitem.03@32231,gregtech:gt.metaitem.03,夜间升级,false
arditeRod,1xitem.tconstruct.ToolRod@11,TConstruct:toolRod,阿迪特手柄,false
bEnderAirBottle,1xitem.manaResource@15,Botania:manaResource,瓶装末地空气,false
bFlask,1xitem.vial@1,Botania:vial,精灵玻璃烧瓶,false
bPlaceholder,1xitem.manaResource@11,Botania:manaResource,合成占位符,false
bRedString,1xitem.manaResource@12,Botania:manaResource,红线,false
bVial,1xitem.vial@0,Botania:vial,魔法玻璃小瓶,false
barsAluminium,1xtile.AluminiumBars@0,dreamcraft:AluminiumBars,铝栏杆,false
barsChrome,1xtile.ChromeBars@0,dreamcraft:ChromeBars,铬栏杆,false
barsIridium,1xtile.IridiumBars@0,dreamcraft:IridiumBars,铱栏杆,false
barsIron,1xtile.fenceIron@0,minecraft:iron_bars,铁栏杆,false
barsIron,1xtile.blockDarkIronBars@0,EnderIO:blockDarkIronBars,玄钢栅栏,false
barsIron,1xtile.blockSoulariumBars@0,EnderIO:blockSoulariumBars,魂金栅栏,false
barsIron,1xtile.blockEndSteelBars@0,EnderIO:blockEndSteelBars,末影钢栅栏,false
barsNeutronium,1xtile.NeutroniumBars@0,dreamcraft:NeutroniumBars,中子栏杆,false
barsOsmium,1xtile.OsmiumBars@0,dreamcraft:OsmiumBars,锇栏杆,false
barsSoularium,1xtile.blockSoulariumBars@0,EnderIO:blockSoulariumBars,魂金栅栏,false
barsStainlessSteel,1xtile.StainlessSteelBars@0,dreamcraft:StainlessSteelBars,不锈钢栏杆,false
barsSteel,1xtile.SteelBars@0,dreamcraft:SteelBars,钢栏杆,false
barsTitanium,1xtile.TitaniumBars@0,dreamcraft:TitaniumBars,钛栏杆,false
barsTungstenSteel,1xtile.TungstenSteelBars@0,dreamcraft:TungstenSteelBars,钨钢栏杆,false
basalt,1xgt.blockstones@8,gregtech:gt.blockstones,玄武岩,false
basalt,1xgt.blockstones@9,gregtech:gt.blockstones,玄武岩圆石,false
basalt,1xgt.blockstones@10,gregtech:gt.blockstones,苔藓玄武岩圆石,false
basalt,1xgt.blockstones@11,gregtech:gt.blockstones,玄武岩砖,false
basalt,1xgt.blockstones@12,gregtech:gt.blockstones,裂纹玄武岩砖,false
basalt,1xgt.blockstones@13,gregtech:gt.blockstones,苔藓玄武岩砖,false
basalt,1xgt.blockstones@14,gregtech:gt.blockstones,錾制玄武岩,false
basalt,1xgt.blockstones@15,gregtech:gt.blockstones,平滑玄武岩,false
batteryAdvanced,1xic2.itemBatCrystal@32767,IC2:itemBatCrystal,(wildcard),true
batteryBasic,1xic2.itemBatREDischarged@0,IC2:itemBatREDischarged,充电电池,false
batteryBasic,1xic2.itemBatRE@32767,IC2:itemBatRE,(wildcard),true
batteryData,1xic2.itemBatLamaCrystal@32767,IC2:itemBatLamaCrystal,(wildcard),true
batteryERV,1xgt.metaitem.01@32146,gregtech:gt.metaitem.01,太·终极电池,false
batteryEV,1xgt.metaitem.01@32540,gregtech:gt.metaitem.01,小型阳光化合物电池,false
batteryElite,1xgt.metaitem.01@32597,gregtech:gt.metaitem.01,兰波顿能量球,false
batteryGood,1xic2.itemAdvBat@32767,IC2:itemAdvBat,(wildcard),true
batteryHV,1xgt.metaitem.01@32530,gregtech:gt.metaitem.01,大型酸电池,false
batteryHV,1xgt.metaitem.01@32531,gregtech:gt.metaitem.01,大型汞电池,false
batteryHV,1xgt.metaitem.01@32537,gregtech:gt.metaitem.01,大型镉电池,false
batteryHV,1xgt.metaitem.01@32538,gregtech:gt.metaitem.01,大型锂电池,false
batteryHV,1xgt.metaitem.01@32539,gregtech:gt.metaitem.01,大型钠电池,false
batteryIV,1xgt.metaitem.01@32545,gregtech:gt.metaitem.01,中型阳光化合物电池,false
batteryLV,1xgt.metaitem.01@32510,gregtech:gt.metaitem.01,小型酸电池,false
batteryLV,1xgt.metaitem.01@32517,gregtech:gt.metaitem.01,小型镉电池,false
batteryLV,1xgt.metaitem.01@32518,gregtech:gt.metaitem.01,小型锂电池,false
batteryLV,1xgt.metaitem.01@32519,gregtech:gt.metaitem.01,小型钠电池,false
batteryLuV,1xgt.metaitem.01@32550,gregtech:gt.metaitem.01,大型阳光化合物电池,false
batteryMAX,1xgt.metaitem.01@32145,gregtech:gt.metaitem.01,狂·终极电池,false
batteryMV,1xgt.metaitem.01@32520,gregtech:gt.metaitem.01,中型酸电池,false
batteryMV,1xgt.metaitem.01@32521,gregtech:gt.metaitem.01,中型汞电池,false
batteryMV,1xgt.metaitem.01@32527,gregtech:gt.metaitem.01,中型镉电池,false
batteryMV,1xgt.metaitem.01@32528,gregtech:gt.metaitem.01,中型锂电池,false
batteryMV,1xgt.metaitem.01@32529,gregtech:gt.metaitem.01,中型钠电池,false
batteryMaster,1xgt.metaitem.01@32599,gregtech:gt.metaitem.01,兰波顿能量球簇,false
batterySuperconductor,1xgt.metaitem.01@32737,gregtech:gt.metaitem.01,能量簇,false
batteryUEV,1xgt.metaitem.01@32575,gregtech:gt.metaitem.01,中型中子电池,false
batteryUHV,1xgt.metaitem.01@32570,gregtech:gt.metaitem.01,小型中子电池,false
batteryUIV,1xgt.metaitem.01@32580,gregtech:gt.metaitem.01,大型中子电池,false
batteryULV,1xgt.metaitem.01@32499,gregtech:gt.metaitem.01,钽电容,false
batteryUMV,1xgt.metaitem.01@32609,gregtech:gt.metaitem.01,真·终极电池,false
batteryUMV,1xgt.metaitem.01@32585,gregtech:gt.metaitem.01,中型无尽锭电池,false
batteryUV,1xgt.metaitem.01@32605,gregtech:gt.metaitem.01,终极电池,false
batteryUV,1xgt.metaitem.01@32560,gregtech:gt.metaitem.01,大型超能硅岩电池,false
batteryUXV,1xgt.metaitem.01@32594,gregtech:gt.metaitem.01,极·终极电池,false
batteryUXV,1xgt.metaitem.01@32590,gregtech:gt.metaitem.01,大型无尽锭电池,false
batteryUltimate,1xgt.metaitem.01@32736,gregtech:gt.metaitem.01,能量模块,false
batteryZPM,1xgt.metaitem.01@32598,gregtech:gt.metaitem.01,零点模块,false
batteryZPM,1xgt.metaitem.01@32555,gregtech:gt.metaitem.01,中型超能硅岩电池,false
bedWood,1xitem.bed@0,minecraft:bed,红色床,false
bedWood,1xtile.etfuturum.white_bed@0,etfuturum:white_bed,白色床,false
bedWood,1xtile.etfuturum.orange_bed@0,etfuturum:orange_bed,橙色床,false
bedWood,1xtile.etfuturum.magenta_bed@0,etfuturum:magenta_bed,品红色床,false
bedWood,1xtile.etfuturum.light_blue_bed@0,etfuturum:light_blue_bed,淡蓝色床,false
bedWood,1xtile.etfuturum.yellow_bed@0,etfuturum:yellow_bed,黄色床,false
bedWood,1xtile.etfuturum.lime_bed@0,etfuturum:lime_bed,黄绿色床,false
bedWood,1xtile.etfuturum.pink_bed@0,etfuturum:pink_bed,粉红色床,false
bedWood,1xtile.etfuturum.gray_bed@0,etfuturum:gray_bed,灰色床,false
bedWood,1xtile.etfuturum.light_gray_bed@0,etfuturum:light_gray_bed,淡灰色床,false
bedWood,1xtile.etfuturum.cyan_bed@0,etfuturum:cyan_bed,青色床,false
bedWood,1xtile.etfuturum.purple_bed@0,etfuturum:purple_bed,紫色床,false
bedWood,1xtile.etfuturum.blue_bed@0,etfuturum:blue_bed,蓝色床,false
bedWood,1xtile.etfuturum.brown_bed@0,etfuturum:brown_bed,棕色床,false
bedWood,1xtile.etfuturum.green_bed@0,etfuturum:green_bed,绿色床,false
bedWood,1xtile.etfuturum.black_bed@0,etfuturum:black_bed,黑色床,false
beeComb,1xitem.for.beeCombs@32767,Forestry:beeCombs,(wildcard),true
beeComb,1xitem.comb@0,MagicBees:comb,平凡蜂窝,false
beeComb,1xitem.honeyComb@32767,ExtraBees:honeyComb,(wildcard),true
beeComb,1xitem.gt.comb@0,gregtech:gt.comb,褐煤蜂窝,false
beeComb,1xitem.gt.comb@1,gregtech:gt.comb,煤蜂窝,false
beeComb,1xitem.gt.comb@2,gregtech:gt.comb,黏性树脂蜂窝,false
beeComb,1xitem.gt.comb@3,gregtech:gt.comb,石油蜂窝,false
beeComb,1xitem.gt.comb@4,gregtech:gt.comb,磷灰石蜂窝,false
beeComb,1xitem.gt.comb@5,gregtech:gt.comb,灰烬蜂窝,false
beeComb,1xitem.gt.comb@6,gregtech:gt.comb,冷却液蜂窝,false
beeComb,1xitem.gt.comb@7,gregtech:gt.comb,充能蜂窝,false
beeComb,1xitem.gt.comb@8,gregtech:gt.comb,兰波顿蜂窝,false
beeComb,1xitem.gt.comb@9,gregtech:gt.comb,炽焱蜂窝,false
beeComb,1xitem.gt.comb@10,gregtech:gt.comb,凛冰蜂窝,false
beeComb,1xitem.gt.comb@11,gregtech:gt.comb,红色合金蜂窝,false
beeComb,1xitem.gt.comb@12,gregtech:gt.comb,红石合金蜂窝,false
beeComb,1xitem.gt.comb@13,gregtech:gt.comb,导电铁蜂窝,false
beeComb,1xitem.gt.comb@14,gregtech:gt.comb,脉冲合金蜂窝,false
beeComb,1xitem.gt.comb@15,gregtech:gt.comb,充能合金蜂窝,false
beeComb,1xitem.gt.comb@16,gregtech:gt.comb,磁钢蜂窝,false
beeComb,1xitem.gt.comb@17,gregtech:gt.comb,玄钢蜂窝,false
beeComb,1xitem.gt.comb@18,gregtech:gt.comb,脉冲铁蜂窝,false
beeComb,1xitem.gt.comb@19,gregtech:gt.comb,不锈钢蜂窝,false
beeComb,1xitem.gt.comb@20,gregtech:gt.comb,末影(te)蜂窝,false
beeComb,1xitem.gt.comb@21,gregtech:gt.comb,神秘尘蜂窝,false
beeComb,1xitem.gt.comb@22,gregtech:gt.comb,神秘碎片蜂窝,false
beeComb,1xitem.gt.comb@23,gregtech:gt.comb,琥珀蜂窝,false
beeComb,1xitem.gt.comb@24,gregtech:gt.comb,水银蜂窝,false
beeComb,1xitem.gt.comb@25,gregtech:gt.comb,世界盐蜂窝,false
beeComb,1xitem.gt.comb@26,gregtech:gt.comb,腐化蜂窝,false
beeComb,1xitem.gt.comb@27,gregtech:gt.comb,秘银蜂窝,false
beeComb,1xitem.gt.comb@28,gregtech:gt.comb,星辰银蜂窝,false
