UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
extratrees.species.fir,银冷杉,forestry.treePine,extratrees.species.balsamfir,false,10.0,
extratrees.species.hemlock,异叶铁杉,forestry.treePine,extratrees.species.fir,false,10.0,最低海拔要求：80.0
extratrees.species.cedar,大雪松,extratrees.species.fir,forestry.treeLarch,false,10.0,最低海拔要求：60.0
extratrees.species.douglasfir,北美黄杉,extratrees.species.fir,forestry.treeSpruce,false,10.0,最低海拔要求：60.0
extratrees.species.cypress,美国扁柏,forestry.treePine,forestry.treeSpruce,false,10.0,
extratrees.species.loblollypine,火炬松,forestry.treePine,forestry.treeSpruce,false,10.0,
extratrees.species.butternut,灰核桃,forestry.treeWalnut,forestry.treeCherry,false,10.0,
extratrees.species.acornoak,橡果橡,forestry.treeWalnut,forestry.treeOak,false,10.0,
extratrees.species.olive,橄榄树,forestry.treeCherry,extratrees.species.alder,false,10.0,
extratrees.species.redmaple,红花槭,forestry.treeMaple,forestry.treeLime,false,10.0,
extratrees.species.sweetgum,枫香树,forestry.treeMaple,forestry.treeLarch,false,10.0,
extratrees.species.locust,刺槐,forestry.treeBalsa,forestry.treeLime,false,10.0,
extratrees.species.iroko,大绿柄桑木,forestry.treeBalsa,forestry.treeTeak,false,10.0,
extratrees.species.pear,梨树,extratrees.species.orchardapple,forestry.treeBirch,false,10.0,
extratrees.species.oldfustic,黄颜木,forestry.treeEbony,forestry.treeTeak,false,10.0,
extratrees.species.osangeosange,桑橙,extratrees.species.oldfustic,forestry.treeKapok,false,10.0,
extratrees.species.brazilwood,巴西红木,forestry.treeEbony,forestry.treeTeak,false,10.0,
extratrees.species.purpleheart,紫心檀木,extratrees.species.brazilwood,forestry.treeKapok,false,10.0,
extratrees.species.rosewood,蔷薇木,forestry.treeEbony,forestry.treeTeak,false,10.0,
extratrees.species.logwood,墨水树,extratrees.species.rosewood,forestry.treeKapok,false,10.0,
extratrees.species.ginkgo,银杏,forestry.treeWenge,forestry.treeLime,false,10.0,
extratrees.species.brazilnut,巴西栗,extratrees.species.beech,forestry.treeJungle,false,10.0,
extratrees.species.rosegum,大桉,forestry.treeBalsa,forestry.treeJungle,false,10.0,
extratrees.species.swampgum, 沼泽桉,extratrees.species.rosegum,forestry.treeMahogony,false,10.0,
extratrees.species.clove,丁香,extratrees.species.coffee,forestry.treeTeak,false,10.0,
extratrees.species.coffee,咖啡,forestry.treeCherry,forestry.treeJungle,false,10.0,
extratrees.species.box,黄杨,extratrees.species.holly,extratrees.species.alder,false,10.0,
extratrees.species.monkeypuzzle,智利南洋杉,extratrees.species.hemlock,forestry.treeJungle,false,10.0,
extratrees.species.rainbowgum,彩虹桉,extratrees.species.rosegum,forestry.treeBalsa,false,10.0,
extratrees.species.pinkivory,象牙粉红木,extratrees.species.rosegum,extratrees.species.brazilwood,false,10.0,
extratrees.species.raspberry,树莓,forestry.treeCherry,extratrees.species.elder,false,10.0,
extratrees.species.redcurrant,红加仑,forestry.treeCherry,extratrees.species.elder,false,10.0,
extratrees.species.blackcurrant,黑加仑,extratrees.species.blackcherry,extratrees.species.redcurrant,false,10.0,
extratrees.species.blackberry,黑莓,extratrees.species.blackcherry,extratrees.species.raspberry,false,10.0,
extratrees.species.blueberry,蓝莓,extratrees.species.blackberry,extratrees.species.raspberry,false,10.0,
extratrees.species.cranberry,蔓越莓,extratrees.species.blackberry,extratrees.species.cherryplum,false,10.0,
extratrees.species.juniper,杜松子,extratrees.species.raspberry,extratrees.species.fir,false,10.0,
extratrees.species.gooseberry,醋栗,extratrees.species.raspberry,extratrees.species.lime,false,10.0,
extratrees.species.goldenraspberry,金树莓,extratrees.species.raspberry,extratrees.species.orange,false,10.0,
extratrees.species.cinnamon,肉桂,forestry.treeTeak,extratrees.species.rosewood,false,10.0,
extratrees.species.coconut,椰子,forestry.treeBalsa,extratrees.species.brazilnut,false,10.0,
extratrees.species.cashew,腰果,forestry.treeTeak,forestry.treeOak,false,10.0,
extratrees.species.avacado,鳄梨,forestry.treeWenge,forestry.treeOak,false,10.0,
extratrees.species.nutmeg,肉豆蔻,forestry.treeTeak,extratrees.species.clove,false,10.0,
extratrees.species.allspice,多香果,forestry.treeTeak,extratrees.species.clove,false,10.0,
extratrees.species.staranise,八角,extratrees.species.allspice,extratrees.species.clove,false,10.0,
extratrees.species.mango,芒果,forestry.treeJungle,extratrees.species.orange,false,10.0,
extratrees.species.starfruit,杨桃,extratrees.species.staranise,extratrees.species.mango,false,10.0,
extratrees.species.candlenut,石栗,extratrees.species.hazel,extratrees.species.ginkgo,false,10.0,
extratrees.species.chilli,辣椒,extratrees.species.hazel,extratrees.species.ginkgo,false,10.0,
extratrees.species.dwarfhazel,矮榛,extratrees.species.hazel,extratrees.species.alder,false,10.0,
